,id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
8274,9374831,11206969,15000,15000,15000.0,60 months,14.47,352.69,C,C2,10+ years,RENT,40000.0,Verified,2019-12-01,Charged Off,n,major_purchase,17.73,0,01/03/1995,4,31,8,17,0.0,0.0,7791.28,7791.28,3010.52,2629.06,0.0,2151.7,387.306,01/04/2021,352.69,01/09/2021,0.0,1,INDIVIDUAL,2019
8279,9374718,11206859,24000,24000,24000.0,36 months,13.53,814.8,B,B5,10+ years,MORTGAGE,65000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,26.33,2,01/07/1991,2,16,16,42,0.0,0.0,13848.06,13848.06,10132.45,3715.61,0.0,0.0,0.0,01/05/2021,814.8,01/01/2022,0.0,1,INDIVIDUAL,2019
8302,9314582,11146730,11200,11200,11200.0,60 months,23.4,318.32,E,E5,10+ years,RENT,49000.0,Verified,2019-12-01,Charged Off,n,credit_card,7.62,0,01/03/2002,2,50,5,12,0.0,0.0,2546.42,2546.42,856.05,1690.37,0.0,0.0,0.0,01/08/2020,318.32,01/01/2022,0.0,1,INDIVIDUAL,2019
8306,9295142,11127265,12000,12000,12000.0,36 months,15.1,286.11,C,C2,2 years,MORTGAGE,43000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,19.05,0,01/01/2001,0,31,9,28,0.0,0.0,2002.21,2002.21,981.96,1020.25,0.0,0.0,0.0,01/07/2020,286.11,01/01/2022,0.0,1,INDIVIDUAL,2019
8310,9295059,11127182,5000,5000,5000.0,36 months,7.9,156.46,A,A4,9 years,MORTGAGE,52000.0,Not Verified,2019-12-01,Charged Off,n,credit_card,14.98,0,01/02/2004,0,31,6,11,0.0,0.0,2816.28,2816.28,2352.7,463.58,0.0,0.0,0.0,01/06/2021,156.46,01/12/2021,0.0,1,INDIVIDUAL,2019
8311,9294997,11127127,24000,24000,24000.0,36 months,14.98,831.74,C,C3,9 years,OWN,72000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,19.45,0,01/05/2000,1,31,9,30,0.0,0.0,13866.23,13866.23,9640.15,2178.71,0.0,2047.37,20.47369999,01/09/2020,831.74,01/02/2021,0.0,1,INDIVIDUAL,2019
8313,9294954,11127087,11325,11325,11325.0,60 months,18.55,290.98,D,D2,7 years,MORTGAGE,49000.0,Verified,2019-12-01,Charged Off,n,home_improvement,27.01,0,01/06/2007,2,31,12,18,0.0,0.0,5819.3,5819.3,2692.38,3126.92,0.0,0.0,0.0,01/08/2021,290.98,01/01/2022,0.0,1,INDIVIDUAL,2019
8329,9285054,11117178,9600,9600,9600.0,36 months,16.2,338.46,C,C4,10+ years,MORTGAGE,55000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,14.03,1,01/02/1990,0,2,27,55,0.0,0.0,5603.26,5603.26,2946.19,1453.49,0.0,1203.58,216.6444,01/01/2021,338.46,01/06/2021,0.0,1,INDIVIDUAL,2019
8334,9284983,11117111,9600,9600,9600.0,36 months,19.52,354.43,D,D4,10+ years,RENT,28488.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,13.65,0,01/10/2000,1,31,8,16,0.0,0.0,2126.22,2126.22,1238.86,887.36,0.0,0.0,0.0,01/06/2020,354.43,01/01/2022,0.0,1,INDIVIDUAL,2019
8339,9284923,11117053,14550,14550,14550.0,36 months,14.3,499.41,C,C1,6 years,MORTGAGE,59469.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,34.37,0,01/12/1993,0,55,16,48,0.0,0.0,5992.92,5992.92,4179.15,1813.77,0.0,0.0,0.0,01/12/2020,499.41,01/01/2022,0.0,1,INDIVIDUAL,2019
8346,9284704,11116850,25450,25450,25450.0,36 months,21.7,968.01,E,E2,10+ years,MORTGAGE,100000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,22.38,0,01/01/2000,1,80,12,21,0.0,0.0,13544.31,13544.31,5268.64,5329.96,145.2,2800.51,504.0918,01/02/2021,1000.0,01/03/2021,0.0,1,INDIVIDUAL,2019
8357,9275074,11107187,3850,3850,3850.0,36 months,18.25,139.68,D,D3,10+ years,MORTGAGE,102000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,17.49,0,01/01/2001,1,31,15,28,0.0,0.0,2389.16,2389.16,1558.76,815.4,15.0,0.0,0.0,01/05/2021,139.68,01/01/2022,0.0,1,INDIVIDUAL,2019
8375,9274784,11106917,10700,10700,10700.0,36 months,7.9,334.81,A,A4,10+ years,MORTGAGE,74000.0,Verified,2019-12-01,Charged Off,n,credit_card,28.75,0,01/06/1982,1,31,12,27,0.0,0.0,5043.23,5043.23,3288.85,727.61,0.0,1026.77,184.8186,01/12/2020,334.81,01/05/2021,0.0,1,INDIVIDUAL,2019
8381,9265221,11097341,4575,4575,4575.0,36 months,16.99,163.09,D,D1,2 years,RENT,15600.0,Not Verified,2019-12-01,Charged Off,n,other,23.15,0,01/10/2004,1,31,15,28,0.0,0.0,2772.21,2772.21,1874.57,897.64,0.0,0.0,0.0,01/05/2021,163.09,01/12/2021,0.0,1,INDIVIDUAL,2019
8383,9265193,11097313,5875,5875,5875.0,36 months,14.3,201.66,C,C1,10+ years,RENT,21000.0,Verified,2019-12-01,Charged Off,n,credit_card,22.8,0,01/07/2000,0,31,8,9,0.0,0.0,928.32,928.32,442.56,470.76,15.0,0.0,0.0,01/07/2020,100.0,01/01/2022,0.0,1,INDIVIDUAL,2019
8389,9265070,11097189,25000,25000,25000.0,36 months,21.7,686.22,E,E2,1 year,MORTGAGE,85000.0,Verified,2019-12-01,Charged Off,n,other,0.82,0,01/06/2004,0,31,4,7,0.0,0.0,4245.64,4245.64,199.77,451.96,34.30050028,3559.61,35.5961,01/02/2020,686.22,01/05/2020,0.0,1,INDIVIDUAL,2019
8399,9264845,11096982,18000,18000,18000.0,36 months,9.67,578.03,B,B1,9 years,MORTGAGE,60507.0,Not Verified,2019-12-01,Charged Off,n,credit_card,12.83,0,01/02/2001,0,31,11,17,0.0,0.0,9644.0,9644.0,5907.89,1604.9,0.0,2131.21,383.6178,01/01/2021,578.03,01/06/2021,0.0,1,INDIVIDUAL,2019
8408,9264599,11096749,11400,11400,11400.0,36 months,13.507328482328484,299.0,D,D4,2 years,MORTGAGE,80000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,33.26,0,01/05/1992,0,31,15,27,0.0,0.0,5979.74,5979.74,2658.83,3320.91,0.0,0.0,0.0,01/08/2021,299.0,01/01/2022,0.0,1,INDIVIDUAL,2019
8429,9245129,11077247,15000,15000,15000.0,60 months,17.1,373.6,C,C5,4 years,RENT,42500.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,9.43,0,01/03/1996,1,68,6,23,0.0,0.0,18316.12,18316.12,2075.91,2407.29,0.0,13832.92,2489.9256,01/01/2021,373.6,01/01/2022,0.0,1,INDIVIDUAL,2019
8452,9239307,11071189,16000,16000,16000.0,36 months,9.67,513.8,B,B1,2 years,RENT,65500.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,4.91,0,01/03/1977,1,26,11,21,0.0,0.0,6813.63,6813.63,3991.27,1146.73,0.0,1675.63,16.7563,01/10/2020,513.8,01/03/2021,0.0,1,INDIVIDUAL,2019
8460,9239155,11071048,10000,10000,10000.0,36 months,10.99,327.34,B,B2,3 years,MORTGAGE,40000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,13.17,0,01/09/2000,0,31,5,12,0.0,0.0,6563.17,6563.17,5098.24,1448.56,16.37,0.0,0.0,01/09/2021,327.34,01/01/2022,0.0,1,INDIVIDUAL,2019
8461,9239098,11070996,10800,10800,10800.0,60 months,13.507328482328484,316.94,F,F4,6 years,MORTGAGE,60000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,6.96,0,01/08/2003,0,31,10,17,0.0,0.0,3082.74,3082.74,479.55,1104.57,0.0,1498.62,14.9862,01/05/2020,316.94,01/10/2020,0.0,1,INDIVIDUAL,2019
8482,9238591,11070520,10000,10000,10000.0,36 months,11.99,332.1,B,B3,9 years,RENT,37000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,23.0,1,01/06/2001,0,17,6,20,0.0,0.0,5977.66,5977.66,4553.79,1423.87,0.0,0.0,0.0,01/06/2021,332.1,01/12/2021,0.0,1,INDIVIDUAL,2019
8504,9238242,11070187,16100,12000,16100.0,36 months,13.98,550.11,C,C1,3 years,MORTGAGE,45000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,17.44,0,01/11/2004,0,31,7,11,0.0,0.0,1100.22,1100.22,729.31,370.91,0.0,0.0,0.0,01/02/2020,550.11,01/01/2022,0.0,1,INDIVIDUAL,2019
8505,9238230,11070176,12375,12375,12375.0,36 months,19.52,456.88,D,D4,10+ years,RENT,42000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,23.6,0,01/09/1996,0,40,10,22,0.0,0.0,7766.68,7766.68,4958.83,2807.85,0.0,0.0,0.0,01/05/2021,456.88,01/12/2021,0.0,1,INDIVIDUAL,2019
8508,9238156,11070107,28000,12000,28000.0,36 months,14.3,961.06,C,C1,10+ years,MORTGAGE,120000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,17.39,0,01/12/2000,0,31,21,33,0.0,0.0,16765.7,16765.7,9495.16,3956.3,0.0,3314.24,596.5632,01/03/2021,961.06,01/07/2021,0.0,1,INDIVIDUAL,2019
8518,9237950,11069910,17875,17875,17850.0,60 months,20.2,475.57,D,D5,5 years,RENT,40000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,26.31,1,01/09/2007,4,17,14,27,0.0,0.0,8582.28,8570.28,3650.1,4932.18,0.0,0.0,0.0,01/07/2021,475.57,01/12/2021,0.0,1,INDIVIDUAL,2019
8524,9237803,11069774,13150,13150,13150.0,36 months,17.57,472.58,D,D2,9 years,RENT,38000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,16.77,0,01/07/1992,1,31,10,12,0.0,0.0,6590.65,6590.65,3319.26,1878.48,0.0,1392.91,250.7238,01/12/2020,236.29,01/03/2021,0.0,1,INDIVIDUAL,2019
8526,9237793,11069766,30000,30000,30000.0,60 months,19.52,786.83,D,D4,10+ years,MORTGAGE,240000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,7.54,0,01/12/2000,1,37,13,34,0.0,0.0,7077.81,7077.81,2869.87,4207.94,0.0,0.0,0.0,01/09/2020,786.83,01/01/2022,0.0,1,INDIVIDUAL,2019
8538,9237354,11069354,18000,18000,18000.0,36 months,17.1,642.65,C,C5,10+ years,RENT,68000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,21.38,0,01/10/1994,0,31,12,28,0.0,0.0,12853.0,12853.0,8690.53,4162.47,0.0,0.0,0.0,01/10/2021,642.65,01/01/2022,0.0,1,INDIVIDUAL,2019
8539,9237347,11069347,10000,10000,10000.0,36 months,11.99,332.1,B,B3,10+ years,RENT,31100.0,Verified,2019-12-01,Charged Off,n,credit_card,5.94,0,01/04/1999,0,48,5,10,0.0,0.0,5645.54,5645.54,4278.84,1366.7,0.0,0.0,0.0,01/05/2021,332.1,01/12/2021,0.0,1,INDIVIDUAL,2019
8561,9236749,11068775,20000,20000,19975.0,36 months,13.67,680.36,B,B5,3 years,MORTGAGE,85000.0,Verified,2019-12-01,Charged Off,n,small_business,19.23,0,01/03/2003,1,31,21,43,0.0,0.0,10179.67,10166.95,5783.47,2380.35,0.0,2015.85,362.853,01/12/2020,680.36,01/05/2021,0.0,1,INDIVIDUAL,2019
8576,9236198,11068260,11875,11875,11875.0,36 months,13.507328482328484,412.24,C,C2,10+ years,OWN,35000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,9.81,0,01/08/2004,2,31,6,16,0.0,0.0,7006.78,7006.78,4946.33,2060.45,0.0,0.0,0.0,01/05/2021,412.24,01/01/2022,0.0,1,INDIVIDUAL,2019
8607,9235374,11067476,3600,3600,3600.0,36 months,11.99,119.56,B,B3,10+ years,MORTGAGE,68000.0,Not Verified,2019-12-01,Charged Off,n,credit_card,3.23,1,01/12/2001,0,23,7,18,0.0,0.0,1793.67,1793.67,1060.07,374.63,0.0,358.97,64.6146,01/12/2020,119.56,01/05/2021,0.0,1,INDIVIDUAL,2019
8608,9235314,11067423,9450,9450,9450.0,36 months,19.52,348.89,D,D4,10+ years,MORTGAGE,28000.0,Not Verified,2019-12-01,Charged Off,n,other,28.03,1,01/11/1996,2,13,12,33,0.0,0.0,6977.46,6977.46,4569.58,2407.88,0.0,0.0,0.0,01/08/2021,348.89,01/01/2022,0.0,1,INDIVIDUAL,2019
8609,9235313,11067422,35000,35000,35000.0,60 months,22.4,974.64,E,E3,10+ years,MORTGAGE,125000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,22.29,0,01/06/2003,1,31,7,25,0.0,0.0,18514.96,18514.96,7246.43,11268.53,0.0,0.0,0.0,01/07/2021,974.64,01/01/2022,0.0,1,INDIVIDUAL,2019
8631,9234938,11067056,2150,2150,2150.0,36 months,13.507328482328484,78.33,D,D2,10+ years,OWN,38000.0,Source Verified,2019-12-01,Charged Off,n,credit_card,31.24,0,01/11/2001,0,31,7,18,0.0,0.0,1739.57,1739.57,1244.0,480.57,15.0,0.0,0.0,01/06/2021,39.0,01/01/2022,0.0,1,INDIVIDUAL,2019
8651,9199723,11061631,15000,15000,15000.0,60 months,18.25,382.95,D,D3,10+ years,MORTGAGE,60000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,16.84,0,01/09/2000,1,31,16,31,0.0,0.0,2861.16,2861.16,311.74,453.5,0.0,2095.92,20.9592,01/02/2020,382.95,01/07/2020,0.0,1,INDIVIDUAL,2019
8668,9199350,11061283,20775,20775,20775.0,36 months,14.47,714.8,C,C2,7 years,RENT,58000.0,Verified,2019-12-01,Charged Off,n,credit_card,10.49,0,01/02/2006,0,31,8,13,0.0,0.0,15831.74,15831.74,12284.53,3511.47,35.74,0.0,0.0,01/08/2021,1465.34,01/01/2022,0.0,1,INDIVIDUAL,2019
8673,9199096,11061036,21000,21000,21000.0,36 months,19.52,775.31,D,D4,2 years,RENT,62800.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,26.73,0,01/07/1997,2,31,23,45,0.0,0.0,5039.53,5039.53,2800.86,2238.67,0.0,0.0,0.0,01/07/2020,388.35,01/01/2022,0.0,1,INDIVIDUAL,2019
8675,9199075,11061014,11700,11700,11700.0,36 months,15.61,409.09,C,C3,6 years,RENT,76500.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,4.14,0,01/08/1995,4,32,12,18,0.0,0.0,6544.2,6544.2,4535.91,2008.29,0.0,0.0,0.0,01/04/2021,409.09,01/04/2021,0.0,1,INDIVIDUAL,2019
8689,9198681,11060632,10375,10375,10375.0,60 months,22.4,288.92,E,E3,3 years,RENT,31000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,30.2,0,01/10/2003,1,31,11,18,0.0,0.0,4910.4,4910.4,1884.83,3025.57,0.0,0.0,0.0,01/05/2021,288.92,01/01/2022,0.0,1,INDIVIDUAL,2019
8704,9198362,11060332,9500,9500,9500.0,36 months,24.5,375.22,F,F3,4 years,RENT,28000.0,Verified,2019-12-01,Charged Off,n,small_business,13.07,0,01/04/1997,1,31,3,13,0.0,0.0,3113.08,3113.08,943.2,931.1,0.0,1238.78,12.3878,01/05/2020,375.22,01/10/2020,0.0,1,INDIVIDUAL,2019
8708,9198292,11060266,4750,4750,4750.0,36 months,17.57,170.71,D,D2,< 1 year,RENT,17760.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,10.0,0,01/08/2009,2,31,9,14,0.0,0.0,985.33,985.33,203.65,137.51,0.0,644.17,6.4417,01/02/2020,170.71,01/07/2020,0.0,1,INDIVIDUAL,2019
8712,9198240,11060219,20000,20000,20000.0,36 months,8.9,635.07,A,A5,10+ years,MORTGAGE,44600.0,Source Verified,2019-12-01,Charged Off,n,credit_card,27.31,0,01/08/2001,2,31,9,23,0.0,0.0,8428.39,8428.39,5033.07,1317.63,0.0,2077.69,20.7769,01/10/2020,635.07,01/03/2021,0.0,1,INDIVIDUAL,2019
8718,9198111,11060094,13250,13250,13250.0,60 months,23.1,374.29,E,E4,1 year,RENT,50000.0,Verified,2019-12-01,Charged Off,n,major_purchase,32.96,0,01/10/1996,3,27,15,35,0.0,0.0,4791.35,4791.35,881.76,2113.03,0.0,1796.56,17.9656,01/10/2020,375.0,01/01/2021,0.0,1,INDIVIDUAL,2019
8739,9197456,11059469,22000,22000,21975.0,36 months,6.03,669.59,A,A1,10+ years,MORTGAGE,120000.0,Verified,2019-12-01,Charged Off,n,credit_card,28.95,0,01/04/1989,0,31,17,37,0.0,0.0,11226.04,11213.28,2822.88,550.07,0.0,7853.09,1335.0253,01/06/2020,25.66,01/01/2022,0.0,1,INDIVIDUAL,2019
8767,9196662,11058702,27300,27300,27300.0,60 months,15.61,658.24,C,C3,< 1 year,MORTGAGE,100000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,9.0,0,01/02/1993,1,31,13,30,0.0,0.0,11190.08,11190.08,5725.68,5464.4,0.0,0.0,0.0,01/05/2021,658.24,01/12/2021,0.0,1,INDIVIDUAL,2019
8768,9196633,11058673,5500,5500,5500.0,36 months,9.67,176.62,B,B1,10+ years,MORTGAGE,38000.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,5.91,0,01/11/1976,0,31,8,21,0.0,0.0,3186.32,3186.32,1805.25,490.41,0.0,890.66,160.3188,01/01/2021,176.62,01/03/2021,0.0,1,INDIVIDUAL,2019
8802,9195691,11057779,10000,10000,10000.0,60 months,17.76,252.64,D,D1,2 years,MORTGAGE,115000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,11.57,2,01/07/1984,0,17,8,21,0.0,0.0,5534.18,5534.18,1867.85,2174.25,15.0,1477.08,265.8744,01/04/2021,772.92,01/09/2021,0.0,1,INDIVIDUAL,2019
8811,9195499,11057597,22050,22050,22050.0,60 months,19.2,574.42,D,D3,9 years,RENT,80000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,21.46,0,01/05/1991,1,31,11,25,0.0,0.0,11442.91,11442.91,3446.85,4594.77,0.0,3401.29,612.2322,01/02/2021,574.42,01/07/2021,0.0,1,INDIVIDUAL,2019
8832,9194795,11056938,6000,6000,6000.0,60 months,13.507328482328484,178.94,G,G1,2 years,RENT,30000.0,Verified,2019-12-01,Charged Off,n,other,10.27,1,01/06/1998,2,4,8,33,0.0,0.0,1915.09,1915.09,315.89,756.61,0.0,842.59,8.425900003,01/06/2020,178.94,01/11/2020,1.0,1,INDIVIDUAL,2019
8851,9229601,11051428,25000,25000,25000.0,60 months,23.4,710.52,E,E5,7 years,MORTGAGE,65000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,24.83,0,01/04/2001,2,31,22,29,0.0,0.0,13926.73,13926.73,3550.59,6396.59,0.0,3979.55,716.319,01/03/2021,710.52,01/07/2021,0.0,1,INDIVIDUAL,2019
8857,9229440,11051275,9000,9000,8950.0,36 months,13.67,306.16,B,B5,2 years,OWN,85000.0,Not Verified,2019-12-01,Charged Off,n,home_improvement,8.08,0,01/10/1998,0,30,9,19,0.0,0.0,5816.84,5784.52,4292.42,1524.42,0.0,0.0,0.0,01/07/2021,306.16,01/01/2022,0.0,1,INDIVIDUAL,2019
8859,9229430,11051266,35000,35000,35000.0,60 months,22.4,974.64,E,E3,6 years,MORTGAGE,145000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,11.45,0,01/02/1995,3,76,12,51,0.0,0.0,6890.35,6890.35,648.49,1300.43,0.0,4941.43,49.4143,01/02/2020,974.64,01/07/2020,0.0,1,INDIVIDUAL,2019
8861,9229372,11051212,25000,25000,25000.0,36 months,19.52,655.69,D,D4,10+ years,OWN,90000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,17.0,0,01/09/2001,3,31,16,28,0.0,0.0,11689.85,11689.85,2348.16,3880.79,0.0,5460.9,982.962,01/10/2020,983.53,01/02/2021,0.0,1,INDIVIDUAL,2019
8863,9229352,11051192,3600,3600,3600.0,36 months,21.0,135.64,E,E1,2 years,RENT,65000.0,Source Verified,2019-12-01,Charged Off,n,other,22.08,1,01/09/1979,0,14,5,36,0.0,0.0,1767.68,1767.68,786.19,569.91,0.0,411.58,74.0844,01/10/2020,135.64,01/03/2021,0.0,1,INDIVIDUAL,2019
8874,9228959,11050828,16750,16750,16750.0,36 months,13.67,569.8,B,B5,7 years,MORTGAGE,79400.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,29.73,0,01/04/2000,1,31,12,20,0.0,0.0,3988.24,3988.24,2745.09,1243.15,0.0,0.0,0.0,01/07/2020,569.8,01/01/2022,0.0,1,INDIVIDUAL,2019
8877,9228878,11050752,28975,28975,28975.0,36 months,13.507328482328484,1021.54,C,C4,3 years,RENT,66000.0,Verified,2019-12-01,Charged Off,n,credit_card,21.15,0,01/09/1998,2,31,24,29,0.0,0.0,11513.72,11513.72,5287.56,2884.3,0.0,3341.86,33.4186,01/08/2020,1021.54,01/01/2021,0.0,1,INDIVIDUAL,2019
8895,9228390,11050295,30225,30225,30225.0,60 months,25.89,902.99,G,G3,4 years,RENT,600000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,2.23,0,01/02/2003,3,31,5,7,0.0,0.0,16253.82,16253.82,5447.6,10806.22,0.0,0.0,0.0,01/06/2021,902.99,01/12/2021,0.0,1,INDIVIDUAL,2019
8905,9228131,11050054,7800,7800,7800.0,60 months,19.52,204.58,D,D4,< 1 year,MORTGAGE,65000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,17.11,0,01/04/1997,2,76,10,20,0.0,0.0,3886.78,3886.78,1709.67,2177.11,0.0,0.0,0.0,01/08/2021,204.58,01/01/2022,0.0,1,INDIVIDUAL,2019
8917,9227776,11049726,6000,6000,6000.0,36 months,15.61,209.79,C,C3,10+ years,MORTGAGE,80000.0,Source Verified,2019-12-01,Charged Off,n,car,20.09,0,01/07/1998,2,55,10,35,0.0,0.0,3288.49,3288.49,2495.76,777.73,15.0,0.0,0.0,01/12/2020,1070.0,01/01/2022,0.0,1,INDIVIDUAL,2019
8922,9227589,11049544,11200,11200,11200.0,60 months,22.4,311.89,E,E3,< 1 year,MORTGAGE,40000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,13.56,0,01/01/2002,3,31,6,14,0.0,0.0,3682.88,3682.88,760.7,1420.59,0.0,1501.59,15.0159,01/07/2020,311.89,01/12/2021,0.0,1,INDIVIDUAL,2019
8924,9227546,11049504,10000,10000,10000.0,60 months,22.4,278.47,E,E3,2 years,RENT,42000.0,Source Verified,2019-12-01,Charged Off,n,credit_card,25.06,0,01/07/2009,2,31,19,23,0.0,0.0,2048.93,2048.93,679.63,1369.3,0.0,0.0,0.0,01/08/2020,100.0,01/01/2022,0.0,1,INDIVIDUAL,2019
8926,9227520,11049483,33425,33425,33350.0,60 months,21.7,917.47,E,E2,10+ years,RENT,75000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,4.94,0,01/02/2000,0,31,5,11,0.0,0.0,12839.22,12810.44,4934.95,7904.27,0.0,0.0,0.0,01/02/2021,917.47,01/01/2022,0.0,1,INDIVIDUAL,2019
8928,9227487,11049456,22075,22075,22050.0,36 months,13.67,750.94,B,B5,1 year,MORTGAGE,53400.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,20.74,0,01/05/1995,1,35,14,49,0.0,0.0,15485.52,15467.98,9310.31,3455.13,0.0,2720.08,489.6144,01/05/2021,750.94,01/08/2021,0.0,1,INDIVIDUAL,2019
8936,9227273,11049252,7000,7000,7000.0,36 months,16.2,246.8,C,C4,10+ years,RENT,80800.0,Not Verified,2019-12-01,Charged Off,n,other,13.35,0,01/12/1995,0,31,13,35,0.0,0.0,2714.64,2714.64,1792.99,921.65,0.0,0.0,0.0,01/11/2020,246.8,01/01/2022,0.0,1,INDIVIDUAL,2019
8938,9227240,11049221,8000,8000,8000.0,36 months,20.2,298.13,D,D5,10+ years,MORTGAGE,90000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,2.52,0,01/10/2003,1,35,8,25,0.0,0.0,5664.19,5664.19,3624.24,2039.95,0.0,0.0,0.0,01/07/2021,298.13,01/12/2021,0.0,1,INDIVIDUAL,2019
8945,9227029,11049030,35000,35000,35000.0,60 months,18.55,899.28,D,D2,3 years,OWN,210000.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,7.99,0,01/04/1985,0,36,9,23,0.0,0.0,11689.52,11689.52,5114.05,6575.47,0.0,0.0,0.0,01/02/2021,899.28,01/01/2022,0.0,1,INDIVIDUAL,2019
8983,9225850,11047915,10000,10000,10000.0,36 months,10.99,327.34,B,B2,10+ years,RENT,250000.0,Verified,2019-12-01,Charged Off,n,credit_card,2.47,3,01/06/2005,3,14,10,16,0.0,0.0,6219.26,6219.26,4868.33,1350.93,0.0,0.0,0.0,01/07/2021,327.34,01/01/2022,0.0,1,INDIVIDUAL,2019
8988,9225690,11047769,2800,2800,2800.0,36 months,21.7,106.5,E,E2,8 years,MORTGAGE,21996.0,Not Verified,2019-12-01,Charged Off,n,debt_consolidation,7.58,0,01/11/1997,3,31,7,11,0.0,0.0,212.88,212.88,112.68,100.2,0.0,0.0,0.0,01/02/2020,106.5,01/01/2022,0.0,1,INDIVIDUAL,2019
8997,9225494,11047587,24575,24575,24575.0,60 months,16.99,610.62,D,D1,10+ years,MORTGAGE,55600.0,Verified,2019-12-01,Charged Off,n,debt_consolidation,24.62,0,01/06/1988,0,31,20,52,0.0,0.0,12819.1,12819.1,4355.59,4803.47,0.0,3660.04,658.8072,01/03/2021,610.62,01/08/2021,0.0,1,INDIVIDUAL,2019
9005,9225334,11047435,18800,18800,18800.0,36 months,13.507328482328484,657.34,C,C3,7 years,MORTGAGE,60000.0,Source Verified,2019-12-01,Charged Off,n,other,7.02,0,01/04/1999,3,64,7,24,0.0,0.0,2333.61,2333.61,830.94,483.74,0.0,1018.93,10.1893,01/02/2020,657.34,01/07/2020,0.0,1,INDIVIDUAL,2019
9023,9224984,11047099,13750,13750,13750.0,60 months,19.52,360.63,D,D4,9 years,RENT,89000.0,Verified,2019-12-01,Charged Off,n,other,9.06,0,01/02/1990,1,31,8,21,0.0,0.0,2524.11,2524.11,1006.7,1517.41,0.0,0.0,0.0,01/07/2020,360.63,01/01/2022,0.0,1,INDIVIDUAL,2019
9033,9224783,11046917,16000,16000,16000.0,36 months,17.1,571.25,C,C5,9 years,RENT,40000.0,Verified,2019-12-01,Charged Off,n,other,22.17,0,01/04/1999,0,59,6,13,0.0,0.0,9139.88,9139.88,6119.79,3020.09,0.0,0.0,0.0,01/04/2021,571.25,01/01/2022,0.0,1,INDIVIDUAL,2019
9041,9224637,11046785,25450,25450,25450.0,60 months,13.507328482328484,667.5,D,D4,9 years,MORTGAGE,70000.0,Source Verified,2019-12-01,Charged Off,n,debt_consolidation,29.75,0,01/02/2002,0,31,12,31,0.0,0.0,13346.32,13346.32,5934.43,7411.89,0.0,0.0,0.0,01/08/2021,667.5,01/01/2022,0.0,1,INDIVIDUAL,2019
